"Temperature (C)","Pressure (kpa)","Cloud Cover (%)","Wind Direction (deg)","Wind Speed (kmh)","Time"
16,1012,34,199,7,"2017-04-09 06:00:00"
18,1012,22,211,9,"2017-04-09 07:00:00"
20,1012,11,224,10,"2017-04-09 08:00:00"
22,1011,0,237,12,"2017-04-09 09:00:00"
24,1011,0,244,14,"2017-04-09 10:00:00"
24,1010,0,251,16,"2017-04-09 11:00:00"
24,1010,0,257,19,"2017-04-09 12:00:00"
22,1009,0,258,17,"2017-04-09 13:00:00"
22,1009,0,259,15,"2017-04-09 14:00:00"
20,1009,0,260,13,"2017-04-09 15:00:00"
18,1009,8,259,12,"2017-04-09 16:00:00"
16,1010,16,257,11,"2017-04-09 17:00:00"
16,1010,23,256,10,"2017-04-09 18:00:00"
14,1011,28,248,9,"2017-04-09 19:00:00"
14,1011,32,239,7,"2017-04-09 20:00:00"
14,1011,37,231,6,"2017-04-09 21:00:00"
14,1011,41,227,6,"2017-04-09 22:00:00"
12,1011,45,224,6,"2017-04-09 23:00:00"
12,1010,49,221,6,"2017-04-10 00:00:00"
12,1010,50,209,5,"2017-04-10 01:00:00"
12,1010,50,198,5,"2017-04-10 02:00:00"
12,1010,51,186,4,"2017-04-10 03:00:00"
14,1010,48,193,3,"2017-04-10 04:00:00"
14,1011,44,201,3,"2017-04-10 05:00:00"
16,1012,41,208,3,"2017-04-10 06:00:00"
18,1012,29,224,5,"2017-04-10 07:00:00"
20,1012,16,240,8,"2017-04-10 08:00:00"
22,1012,4,257,11,"2017-04-10 09:00:00"
24,1012,4,259,13,"2017-04-10 10:00:00"
24,1011,3,261,16,"2017-04-10 11:00:00"
24,1011,3,263,18,"2017-04-10 12:00:00"
22,1010,3,266,16,"2017-04-10 13:00:00"
22,1010,3,269,14,"2017-04-10 14:00:00"
20,1010,4,273,12,"2017-04-10 15:00:00"
18,1011,4,270,11,"2017-04-10 16:00:00"
16,1011,4,267,10,"2017-04-10 17:00:00"
16,1012,4,264,9,"2017-04-10 18:00:00"
14,1012,7,265,7,"2017-04-10 19:00:00"
14,1012,11,266,6,"2017-04-10 20:00:00"
14,1013,15,267,4,"2017-04-10 21:00:00"
14,1012,18,284,4,"2017-04-10 22:00:00"
12,1012,21,300,3,"2017-04-10 23:00:00"
12,1011,24,317,3,"2017-04-11 00:00:00"
12,1011,31,212,3,"2017-04-11 01:00:00"
12,1011,38,107,4,"2017-04-11 02:00:00"
12,1011,45,1,4,"2017-04-11 03:00:00"
14,1012,35,116,5,"2017-04-11 04:00:00"
14,1012,26,231,5,"2017-04-11 05:00:00"
16,1013,17,346,6,"2017-04-11 06:00:00"
18,1012,12,325,7,"2017-04-11 07:00:00"
20,1012,7,305,8,"2017-04-11 08:00:00"
24,1012,3,284,10,"2017-04-11 09:00:00"
24,1012,3,283,13,"2017-04-11 10:00:00"
24,1011,3,282,15,"2017-04-11 11:00:00"
24,1011,3,281,18,"2017-04-11 12:00:00"
22,1010,3,288,17,"2017-04-11 13:00:00"
22,1010,3,294,16,"2017-04-11 14:00:00"
20,1009,3,300,15,"2017-04-11 15:00:00"
18,1010,2,297,14,"2017-04-11 16:00:00"
16,1010,2,294,13,"2017-04-11 17:00:00"
14,1011,2,291,12,"2017-04-11 18:00:00"
14,1011,1,297,10,"2017-04-11 19:00:00"
14,1011,1,302,8,"2017-04-11 20:00:00"
12,1011,0,308,5,"2017-04-11 21:00:00"
12,1011,4,309,5,"2017-04-11 22:00:00"
12,1011,9,309,5,"2017-04-11 23:00:00"
12,1011,13,310,5,"2017-04-12 00:00:00"
12,1011,34,210,5,"2017-04-12 01:00:00"
12,1011,55,110,5,"2017-04-12 02:00:00"
12,1011,76,10,5,"2017-04-12 03:00:00"
12,1011,58,12,5,"2017-04-12 04:00:00"
14,1012,40,15,5,"2017-04-12 05:00:00"
14,1012,22,18,5,"2017-04-12 06:00:00"
18,1012,15,107,6,"2017-04-12 07:00:00"
20,1012,7,196,8,"2017-04-12 08:00:00"
22,1012,0,285,10,"2017-04-12 09:00:00"
22,1011,0,284,13,"2017-04-12 10:00:00"
22,1011,0,282,17,"2017-04-12 11:00:00"
22,1010,0,281,21,"2017-04-12 12:00:00"
22,1010,0,288,19,"2017-04-12 13:00:00"
22,1009,0,296,18,"2017-04-12 14:00:00"
20,1009,0,303,17,"2017-04-12 15:00:00"
18,1009,0,299,16,"2017-04-12 16:00:00"
16,1010,0,295,14,"2017-04-12 17:00:00"
16,1011,0,291,13,"2017-04-12 18:00:00"
14,1011,4,294,10,"2017-04-12 19:00:00"
14,1012,8,296,8,"2017-04-12 20:00:00"
14,1012,12,299,5,"2017-04-12 21:00:00"
12,1012,22,307,6,"2017-04-12 22:00:00"
12,1011,32,316,7,"2017-04-12 23:00:00"
12,1011,42,324,8,"2017-04-13 00:00:00"
12,1011,34,218,8,"2017-04-13 01:00:00"
12,1011,26,111,8,"2017-04-13 02:00:00"
10,1011,17,5,8,"2017-04-13 03:00:00"
12,1011,12,9,8,"2017-04-13 04:00:00"
14,1012,7,14,8,"2017-04-13 05:00:00"
14,1012,2,19,8,"2017-04-13 06:00:00"
18,1012,1,117,8,"2017-04-13 07:00:00"
22,1012,1,215,8,"2017-04-13 08:00:00"
24,1012,0,313,8,"2017-04-13 09:00:00"
24,1011,0,307,12,"2017-04-13 10:00:00"
26,1010,1,301,16,"2017-04-13 11:00:00"
26,1010,1,295,20,"2017-04-13 12:00:00"
24,1010,2,296,18,"2017-04-13 13:00:00"
22,1009,2,297,17,"2017-04-13 14:00:00"
22,1009,3,298,15,"2017-04-13 15:00:00"
20,1010,3,297,15,"2017-04-13 16:00:00"
18,1010,3,296,14,"2017-04-13 17:00:00"
16,1011,3,296,13,"2017-04-13 18:00:00"
16,1011,3,306,11,"2017-04-13 19:00:00"
14,1012,2,316,9,"2017-04-13 20:00:00"
14,1012,2,326,8,"2017-04-13 21:00:00"
14,1012,3,330,9,"2017-04-13 22:00:00"
14,1012,3,333,9,"2017-04-13 23:00:00"
12,1011,3,337,10,"2017-04-14 00:00:00"
12,1011,3,231,9,"2017-04-14 01:00:00"
12,1011,3,125,8,"2017-04-14 02:00:00"
12,1011,3,19,6,"2017-04-14 03:00:00"
12,1011,3,13,8,"2017-04-14 04:00:00"
14,1011,2,7,9,"2017-04-14 05:00:00"
16,1012,2,1,10,"2017-04-14 06:00:00"
20,1012,2,78,10,"2017-04-14 07:00:00"
22,1012,2,155,9,"2017-04-14 08:00:00"
26,1012,2,232,9,"2017-04-14 09:00:00"
26,1011,2,245,12,"2017-04-14 10:00:00"
26,1010,3,258,16,"2017-04-14 11:00:00"
24,1010,3,271,20,"2017-04-14 12:00:00"
24,1009,3,282,19,"2017-04-14 13:00:00"
22,1009,3,292,18,"2017-04-14 14:00:00"
20,1008,3,303,17,"2017-04-14 15:00:00"
20,1009,3,302,16,"2017-04-14 16:00:00"
18,1009,3,301,15,"2017-04-14 17:00:00"
16,1010,3,300,14,"2017-04-14 18:00:00"
16,1010,3,309,12,"2017-04-14 19:00:00"
14,1011,4,317,10,"2017-04-14 20:00:00"
14,1011,4,325,8,"2017-04-14 21:00:00"
14,1011,4,329,9,"2017-04-14 22:00:00"
14,1010,3,333,9,"2017-04-14 23:00:00"
14,1010,3,337,10,"2017-04-15 00:00:00"
12,1010,3,343,8,"2017-04-15 01:00:00"
12,1011,3,350,6,"2017-04-15 02:00:00"
12,1011,3,356,4,"2017-04-15 03:00:00"
14,1011,3,248,4,"2017-04-15 04:00:00"
16,1012,3,139,3,"2017-04-15 05:00:00"
18,1013,3,31,3,"2017-04-15 06:00:00"
20,1013,2,108,4,"2017-04-15 07:00:00"
22,1013,1,185,6,"2017-04-15 08:00:00"
24,1013,0,262,7,"2017-04-15 09:00:00"
24,1012,0,267,12,"2017-04-15 10:00:00"
24,1011,1,273,16,"2017-04-15 11:00:00"
24,1011,1,278,20,"2017-04-15 12:00:00"
24,1010,2,284,19,"2017-04-15 13:00:00"
22,1010,2,289,17,"2017-04-15 14:00:00"
22,1010,2,295,15,"2017-04-15 15:00:00"
20,1010,1,294,15,"2017-04-15 16:00:00"
18,1010,1,293,14,"2017-04-15 17:00:00"
16,1011,0,293,13,"2017-04-15 18:00:00"
14,1011,0,303,10,"2017-04-15 19:00:00"
14,1011,0,313,8,"2017-04-15 20:00:00"
14,1012,0,324,5,"2017-04-15 21:00:00"
12,1011,0,330,5,"2017-04-15 22:00:00"
12,1011,0,336,5,"2017-04-15 23:00:00"
12,1010,0,342,5,"2017-04-16 00:00:00"
10,1010,5,249,4,"2017-04-16 01:00:00"
10,1010,9,156,3,"2017-04-16 02:00:00"
10,1010,14,63,2,"2017-04-16 03:00:00"
12,1011,9,56,2,"2017-04-16 04:00:00"
14,1011,5,49,2,"2017-04-16 05:00:00"
16,1012,0,42,2,"2017-04-16 06:00:00"
18,1012,0,118,4,"2017-04-16 07:00:00"
20,1012,0,193,6,"2017-04-16 08:00:00"
24,1012,0,269,9,"2017-04-16 09:00:00"
24,1011,0,269,12,"2017-04-16 10:00:00"
24,1010,0,270,14,"2017-04-16 11:00:00"
24,1010,0,270,17,"2017-04-16 12:00:00"
22,1009,0,275,17,"2017-04-16 13:00:00"
22,1009,0,280,17,"2017-04-16 14:00:00"
20,1008,0,285,16,"2017-04-16 15:00:00"
18,1009,0,284,14,"2017-04-16 16:00:00"
16,1009,0,282,12,"2017-04-16 17:00:00"
16,1010,0,281,10,"2017-04-16 18:00:00"
14,1010,0,278,8,"2017-04-16 19:00:00"
14,1010,0,276,6,"2017-04-16 20:00:00"
14,1011,0,273,4,"2017-04-16 21:00:00"
12,1011,1,288,4,"2017-04-16 22:00:00"
12,1010,2,303,5,"2017-04-16 23:00:00"
12,1010,3,319,5,"2017-04-17 00:00:00"
12,1010,8,219,4,"2017-04-17 01:00:00"
12,1010,12,119,4,"2017-04-17 02:00:00"
10,1010,17,19,4,"2017-04-17 03:00:00"
12,1010,11,19,4,"2017-04-17 04:00:00"
14,1011,6,19,4,"2017-04-17 05:00:00"
16,1011,0,18,4,"2017-04-17 06:00:00"
18,1011,0,108,6,"2017-04-17 07:00:00"
22,1011,0,198,7,"2017-04-17 08:00:00"
24,1011,0,288,9,"2017-04-17 09:00:00"
26,1010,0,286,13,"2017-04-17 10:00:00"
26,1010,0,285,16,"2017-04-17 11:00:00"
26,1009,0,283,20,"2017-04-17 12:00:00"
24,1009,1,286,20,"2017-04-17 13:00:00"
22,1009,1,289,19,"2017-04-17 14:00:00"
22,1008,2,292,19,"2017-04-17 15:00:00"
20,1009,2,292,16,"2017-04-17 16:00:00"
18,1009,3,292,12,"2017-04-17 17:00:00"
16,1010,3,292,9,"2017-04-17 18:00:00"
14,1010,2,295,7,"2017-04-17 19:00:00"
14,1010,1,298,4,"2017-04-17 20:00:00"
14,1011,0,301,2,"2017-04-17 21:00:00"
14,1011,1,208,2,"2017-04-17 22:00:00"
12,1010,1,115,2,"2017-04-17 23:00:00"
12,1010,2,22,2,"2017-04-18 00:00:00"
12,1010,2,46,2,"2017-04-18 01:00:00"
12,1010,2,69,2,"2017-04-18 02:00:00"
10,1010,2,93,3,"2017-04-18 03:00:00"
12,1011,2,129,2,"2017-04-18 04:00:00"
14,1011,2,166,2,"2017-04-18 05:00:00"
16,1012,2,203,2,"2017-04-18 06:00:00"
20,1012,3,220,6,"2017-04-18 07:00:00"
22,1012,3,237,10,"2017-04-18 08:00:00"
24,1012,3,254,14,"2017-04-18 09:00:00"
24,1011,3,258,16,"2017-04-18 10:00:00"
24,1011,3,261,18,"2017-04-18 11:00:00"
22,1010,3,265,21,"2017-04-18 12:00:00"
22,1010,3,270,18,"2017-04-18 13:00:00"
20,1010,3,274,15,"2017-04-18 14:00:00"
20,1010,3,279,12,"2017-04-18 15:00:00"
18,1010,4,276,11,"2017-04-18 16:00:00"
16,1010,5,273,9,"2017-04-18 17:00:00"
16,1011,5,270,8,"2017-04-18 18:00:00"
14,1011,8,271,6,"2017-04-18 19:00:00"
14,1011,10,272,4,"2017-04-18 20:00:00"
14,1012,12,273,2,"2017-04-18 21:00:00"
12,1011,15,290,3,"2017-04-18 22:00:00"
12,1011,19,307,5,"2017-04-18 23:00:00"
12,1011,22,324,6,"2017-04-19 00:00:00"
12,1011,20,227,5,"2017-04-19 01:00:00"
12,1011,17,131,5,"2017-04-19 02:00:00"
12,1011,15,34,4,"2017-04-19 03:00:00"
12,1011,10,141,3,"2017-04-19 04:00:00"
14,1012,5,247,3,"2017-04-19 05:00:00"
16,1012,0,354,2,"2017-04-19 06:00:00"
20,1012,0,321,4,"2017-04-19 07:00:00"
22,1012,0,288,7,"2017-04-19 08:00:00"
24,1012,0,255,9,"2017-04-19 09:00:00"
24,1011,1,263,12,"2017-04-19 10:00:00"
24,1011,1,271,16,"2017-04-19 11:00:00"
26,1010,2,279,19,"2017-04-19 12:00:00"
24,1010,2,287,18,"2017-04-19 13:00:00"
22,1009,3,294,17,"2017-04-19 14:00:00"
22,1009,4,302,16,"2017-04-19 15:00:00"
20,1009,4,304,15,"2017-04-19 16:00:00"
18,1010,4,306,13,"2017-04-19 17:00:00"
16,1010,4,308,12,"2017-04-19 18:00:00"
16,1011,4,294,9,"2017-04-19 19:00:00"
16,1011,5,280,7,"2017-04-19 20:00:00"
14,1011,6,266,5,"2017-04-19 21:00:00"
14,1011,8,286,4,"2017-04-19 22:00:00"
14,1011,10,307,3,"2017-04-19 23:00:00"
14,1010,11,327,2,"2017-04-20 00:00:00"
12,1010,13,252,3,"2017-04-20 01:00:00"
12,1011,15,177,3,"2017-04-20 02:00:00"
12,1011,17,102,3,"2017-04-20 03:00:00"
14,1011,13,126,4,"2017-04-20 04:00:00"
16,1011,9,151,4,"2017-04-20 05:00:00"
18,1012,5,175,5,"2017-04-20 06:00:00"
20,1012,4,202,6,"2017-04-20 07:00:00"
22,1012,4,229,6,"2017-04-20 08:00:00"
26,1012,4,257,7,"2017-04-20 09:00:00"
26,1011,4,265,11,"2017-04-20 10:00:00"
26,1011,4,274,14,"2017-04-20 11:00:00"
28,1010,4,283,18,"2017-04-20 12:00:00"
26,1010,4,289,17,"2017-04-20 13:00:00"
26,1009,4,296,16,"2017-04-20 14:00:00"
24,1009,5,302,15,"2017-04-20 15:00:00"
22,1009,5,298,13,"2017-04-20 16:00:00"
20,1009,5,294,12,"2017-04-20 17:00:00"
20,1010,5,289,10,"2017-04-20 18:00:00"
18,1010,5,268,9,"2017-04-20 19:00:00"
18,1011,5,246,7,"2017-04-20 20:00:00"
18,1011,4,224,6,"2017-04-20 21:00:00"
16,1011,4,212,5,"2017-04-20 22:00:00"
16,1011,4,201,4,"2017-04-20 23:00:00"
16,1010,4,189,4,"2017-04-21 00:00:00"
16,1010,4,168,4,"2017-04-21 01:00:00"
14,1010,3,148,5,"2017-04-21 02:00:00"
14,1010,3,127,6,"2017-04-21 03:00:00"
16,1010,3,148,4,"2017-04-21 04:00:00"
18,1011,3,168,3,"2017-04-21 05:00:00"
20,1011,3,188,2,"2017-04-21 06:00:00"
22,1011,4,210,3,"2017-04-21 07:00:00"
24,1011,4,233,5,"2017-04-21 08:00:00"
28,1011,4,256,7,"2017-04-21 09:00:00"
28,1010,4,262,10,"2017-04-21 10:00:00"
28,1010,4,269,14,"2017-04-21 11:00:00"
28,1009,4,275,17,"2017-04-21 12:00:00"
28,1008,4,287,17,"2017-04-21 13:00:00"
28,1008,4,300,17,"2017-04-21 14:00:00"
26,1007,3,312,17,"2017-04-21 15:00:00"
26,1008,3,307,15,"2017-04-21 16:00:00"
24,1008,3,303,13,"2017-04-21 17:00:00"
22,1009,3,298,11,"2017-04-21 18:00:00"
20,1009,4,273,9,"2017-04-21 19:00:00"
20,1010,4,247,8,"2017-04-21 20:00:00"
18,1011,5,222,6,"2017-04-21 21:00:00"
18,1010,5,208,7,"2017-04-21 22:00:00"
18,1010,5,193,7,"2017-04-21 23:00:00"
18,1010,5,179,7,"2017-04-22 00:00:00"
16,1010,5,174,7,"2017-04-22 01:00:00"
16,1010,5,169,7,"2017-04-22 02:00:00"
16,1010,5,164,7,"2017-04-22 03:00:00"
18,1011,5,171,7,"2017-04-22 04:00:00"
18,1011,5,178,7,"2017-04-22 05:00:00"
20,1012,6,185,7,"2017-04-22 06:00:00"
22,1012,6,195,8,"2017-04-22 07:00:00"
24,1012,7,205,9,"2017-04-22 08:00:00"
28,1012,8,215,11,"2017-04-22 09:00:00"
28,1012,7,228,14,"2017-04-22 10:00:00"
28,1011,6,242,17,"2017-04-22 11:00:00"
28,1010,5,255,19,"2017-04-22 12:00:00"
26,1010,5,262,17,"2017-04-22 13:00:00"
24,1009,5,270,15,"2017-04-22 14:00:00"
24,1009,5,277,13,"2017-04-22 15:00:00"
22,1009,5,275,12,"2017-04-22 16:00:00"
20,1010,5,274,10,"2017-04-22 17:00:00"
18,1010,5,273,8,"2017-04-22 18:00:00"
18,1011,4,250,7,"2017-04-22 19:00:00"
18,1011,4,228,6,"2017-04-22 20:00:00"
18,1012,3,206,5,"2017-04-22 21:00:00"
16,1012,3,195,6,"2017-04-22 22:00:00"
16,1011,4,185,7,"2017-04-22 23:00:00"
16,1011,4,174,7,"2017-04-23 00:00:00"
16,1011,4,174,7,"2017-04-23 01:00:00"
14,1011,4,173,7,"2017-04-23 02:00:00"
14,1011,4,172,8,"2017-04-23 03:00:00"
16,1012,4,171,8,"2017-04-23 04:00:00"
18,1012,4,169,8,"2017-04-23 05:00:00"
20,1013,4,168,8,"2017-04-23 06:00:00"
22,1013,5,188,9,"2017-04-23 07:00:00"
24,1013,5,207,10,"2017-04-23 08:00:00"
26,1013,6,226,11,"2017-04-23 09:00:00"
26,1012,6,241,13,"2017-04-23 10:00:00"
28,1011,5,256,14,"2017-04-23 11:00:00"
28,1011,5,271,16,"2017-04-23 12:00:00"
26,1010,5,279,15,"2017-04-23 13:00:00"
26,1010,4,287,14,"2017-04-23 14:00:00"
24,1009,3,296,14,"2017-04-23 15:00:00"
22,1009,3,297,12,"2017-04-23 16:00:00"
20,1010,3,299,11,"2017-04-23 17:00:00"
18,1010,3,300,9,"2017-04-23 18:00:00"
18,1011,3,288,8,"2017-04-23 19:00:00"
18,1011,4,275,6,"2017-04-23 20:00:00"
16,1011,4,263,5,"2017-04-23 21:00:00"
16,1011,4,270,5,"2017-04-23 22:00:00"
16,1011,4,277,4,"2017-04-23 23:00:00"
14,1010,5,284,4,"2017-04-24 00:00:00"
14,1010,4,202,4,"2017-04-24 01:00:00"
14,1011,4,120,3,"2017-04-24 02:00:00"
14,1011,4,38,3,"2017-04-24 03:00:00"
16,1011,4,85,4,"2017-04-24 04:00:00"
18,1012,5,131,5,"2017-04-24 05:00:00"
20,1012,5,178,7,"2017-04-24 06:00:00"
22,1012,5,202,9,"2017-04-24 07:00:00"
24,1012,5,226,11,"2017-04-24 08:00:00"
26,1012,4,249,13,"2017-04-24 09:00:00"
26,1011,4,255,15,"2017-04-24 10:00:00"
26,1010,3,261,16,"2017-04-24 11:00:00"
28,1009,3,267,18,"2017-04-24 12:00:00"
26,1009,3,273,17,"2017-04-24 13:00:00"
24,1009,3,279,16,"2017-04-24 14:00:00"
22,1008,2,285,14,"2017-04-24 15:00:00"
22,1009,2,280,12,"2017-04-24 16:00:00"
20,1009,3,275,10,"2017-04-24 17:00:00"
18,1010,3,271,8,"2017-04-24 18:00:00"
18,1010,3,251,7,"2017-04-24 19:00:00"
18,1010,3,231,7,"2017-04-24 20:00:00"
16,1011,3,211,6,"2017-04-24 21:00:00"
16,1010,5,212,6,"2017-04-24 22:00:00"
16,1010,8,213,6,"2017-04-24 23:00:00"
16,1009,11,214,6,"2017-04-25 00:00:00"
14,1009,26,194,6,"2017-04-25 01:00:00"
14,1009,41,174,5,"2017-04-25 02:00:00"
14,1010,57,154,4,"2017-04-25 03:00:00"
16,1010,39,154,5,"2017-04-25 04:00:00"
18,1010,21,154,6,"2017-04-25 05:00:00"
20,1011,3,154,6,"2017-04-25 06:00:00"
22,1010,3,186,7,"2017-04-25 07:00:00"
24,1010,2,219,8,"2017-04-25 08:00:00"
28,1010,2,252,9,"2017-04-25 09:00:00"
28,1009,2,257,12,"2017-04-25 10:00:00"
28,1009,2,262,16,"2017-04-25 11:00:00"
28,1008,2,267,19,"2017-04-25 12:00:00"
26,1008,2,270,18,"2017-04-25 13:00:00"
26,1007,2,273,17,"2017-04-25 14:00:00"
24,1007,1,277,16,"2017-04-25 15:00:00"
22,1007,1,281,15,"2017-04-25 16:00:00"
22,1008,1,285,14,"2017-04-25 17:00:00"
20,1008,1,289,13,"2017-04-25 18:00:00"
18,1009,1,291,10,"2017-04-25 19:00:00"
18,1009,0,294,8,"2017-04-25 20:00:00"
18,1009,0,296,5,"2017-04-25 21:00:00"
18,1009,0,304,4,"2017-04-25 22:00:00"
16,1009,0,312,3,"2017-04-25 23:00:00"
16,1008,0,320,2,"2017-04-26 00:00:00"
16,1008,1,238,2,"2017-04-26 01:00:00"
14,1008,2,155,2,"2017-04-26 02:00:00"
14,1008,3,73,1,"2017-04-26 03:00:00"
16,1009,2,109,2,"2017-04-26 04:00:00"
18,1009,1,145,2,"2017-04-26 05:00:00"
20,1010,0,182,3,"2017-04-26 06:00:00"
22,1010,0,202,4,"2017-04-26 07:00:00"
24,1010,0,223,5,"2017-04-26 08:00:00"
26,1010,0,243,6,"2017-04-26 09:00:00"
26,1010,0,251,10,"2017-04-26 10:00:00"
28,1009,0,259,14,"2017-04-26 11:00:00"
28,1008,0,267,18,"2017-04-26 12:00:00"
26,1008,0,273,18,"2017-04-26 13:00:00"
26,1008,0,278,18,"2017-04-26 14:00:00"
24,1007,0,283,18,"2017-04-26 15:00:00"
22,1008,0,284,16,"2017-04-26 16:00:00"
20,1008,1,285,14,"2017-04-26 17:00:00"
18,1009,1,286,12,"2017-04-26 18:00:00"
18,1009,1,280,10,"2017-04-26 19:00:00"
18,1009,0,274,8,"2017-04-26 20:00:00"
16,1010,0,268,5,"2017-04-26 21:00:00"
16,1009,0,295,6,"2017-04-26 22:00:00"
16,1009,0,322,7,"2017-04-26 23:00:00"
16,1009,0,349,8,"2017-04-27 00:00:00"
16,1009,10,246,7,"2017-04-27 01:00:00"
14,1009,21,144,6,"2017-04-27 02:00:00"
14,1009,31,41,5,"2017-04-27 03:00:00"
16,1010,21,40,5,"2017-04-27 04:00:00"
18,1010,10,38,6,"2017-04-27 05:00:00"
20,1011,0,37,6,"2017-04-27 06:00:00"
22,1011,0,120,6,"2017-04-27 07:00:00"
24,1011,0,202,7,"2017-04-27 08:00:00"
28,1011,0,285,8,"2017-04-27 09:00:00"
28,1010,1,283,11,"2017-04-27 10:00:00"
28,1009,1,281,15,"2017-04-27 11:00:00"
28,1009,2,279,19,"2017-04-27 12:00:00"
26,1008,2,283,19,"2017-04-27 13:00:00"
26,1008,2,286,19,"2017-04-27 14:00:00"
24,1008,2,290,19,"2017-04-27 15:00:00"
22,1008,2,293,16,"2017-04-27 16:00:00"
20,1009,3,296,14,"2017-04-27 17:00:00"
20,1009,3,299,12,"2017-04-27 18:00:00"
18,1009,3,306,9,"2017-04-27 19:00:00"
18,1010,3,313,7,"2017-04-27 20:00:00"
18,1010,3,321,5,"2017-04-27 21:00:00"
18,1009,4,216,5,"2017-04-27 22:00:00"
16,1009,4,112,6,"2017-04-27 23:00:00"
16,1008,4,8,6,"2017-04-28 00:00:00"
16,1009,5,21,5,"2017-04-28 01:00:00"
16,1009,5,35,3,"2017-04-28 02:00:00"
14,1009,6,49,2,"2017-04-28 03:00:00"
16,1010,6,122,2,"2017-04-28 04:00:00"
18,1010,6,196,2,"2017-04-28 05:00:00"
22,1010,6,270,3,"2017-04-28 06:00:00"
24,1010,6,286,4,"2017-04-28 07:00:00"
26,1010,6,303,5,"2017-04-28 08:00:00"
28,1010,6,319,6,"2017-04-28 09:00:00"
30,1009,7,311,11,"2017-04-28 10:00:00"
30,1008,8,302,15,"2017-04-28 11:00:00"
30,1007,9,293,20,"2017-04-28 12:00:00"
30,1007,9,298,20,"2017-04-28 13:00:00"
28,1007,8,304,20,"2017-04-28 14:00:00"
28,1006,7,310,20,"2017-04-28 15:00:00"
26,1006,7,311,18,"2017-04-28 16:00:00"
24,1007,7,312,16,"2017-04-28 17:00:00"
24,1007,7,312,14,"2017-04-28 18:00:00"
22,1008,7,284,12,"2017-04-28 19:00:00"
22,1008,6,256,9,"2017-04-28 20:00:00"
20,1009,6,228,6,"2017-04-28 21:00:00"
20,1008,7,205,6,"2017-04-28 22:00:00"
20,1008,7,182,6,"2017-04-28 23:00:00"
20,1008,7,159,6,"2017-04-29 00:00:00"
18,1008,8,113,5,"2017-04-29 01:00:00"
18,1008,10,67,4,"2017-04-29 02:00:00"
18,1008,11,20,3,"2017-04-29 03:00:00"
20,1009,11,20,2,"2017-04-29 04:00:00"
22,1009,10,21,2,"2017-04-29 05:00:00"
24,1010,10,21,2,"2017-04-29 06:00:00"
26,1009,13,127,3,"2017-04-29 07:00:00"
28,1009,16,233,4,"2017-04-29 08:00:00"
32,1009,20,339,5,"2017-04-29 09:00:00"
32,1008,16,326,10,"2017-04-29 10:00:00"
32,1007,13,314,15,"2017-04-29 11:00:00"
34,1006,10,302,21,"2017-04-29 12:00:00"
32,1006,12,301,19,"2017-04-29 13:00:00"
30,1006,13,299,17,"2017-04-29 14:00:00"
28,1005,14,298,15,"2017-04-29 15:00:00"
26,1006,14,297,14,"2017-04-29 16:00:00"
26,1006,14,295,13,"2017-04-29 17:00:00"
24,1006,14,294,12,"2017-04-29 18:00:00"
22,1007,13,263,10,"2017-04-29 19:00:00"
22,1007,12,233,9,"2017-04-29 20:00:00"
22,1008,11,203,7,"2017-04-29 21:00:00"
20,1008,11,213,6,"2017-04-29 22:00:00"
20,1007,11,224,6,"2017-04-29 23:00:00"
20,1007,11,234,5,"2017-04-30 00:00:00"
20,1007,10,228,4,"2017-04-30 01:00:00"
18,1007,9,222,3,"2017-04-30 02:00:00"
18,1007,8,215,2,"2017-04-30 03:00:00"
20,1008,8,209,3,"2017-04-30 04:00:00"
22,1008,8,203,3,"2017-04-30 05:00:00"
22,1009,9,197,4,"2017-04-30 06:00:00"
24,1009,10,208,8,"2017-04-30 07:00:00"
26,1009,11,219,11,"2017-04-30 08:00:00"
26,1009,12,231,14,"2017-04-30 09:00:00"
26,1009,11,240,15,"2017-04-30 10:00:00"
28,1008,10,249,17,"2017-04-30 11:00:00"
28,1007,9,258,18,"2017-04-30 12:00:00"
26,1007,8,262,17,"2017-04-30 13:00:00"
26,1007,8,267,15,"2017-04-30 14:00:00"
24,1006,7,271,14,"2017-04-30 15:00:00"
22,1006,7,266,12,"2017-04-30 16:00:00"
22,1007,7,261,10,"2017-04-30 17:00:00"
20,1007,8,257,8,"2017-04-30 18:00:00"
20,1007,7,246,7,"2017-04-30 19:00:00"
18,1008,7,236,6,"2017-04-30 20:00:00"
18,1008,6,226,4,"2017-04-30 21:00:00"
18,1008,6,225,5,"2017-04-30 22:00:00"
18,1007,6,224,5,"2017-04-30 23:00:00"
18,1007,6,223,6,"2017-05-01 00:00:00"
16,1007,13,217,5,"2017-05-01 01:00:00"
16,1007,19,211,5,"2017-05-01 02:00:00"
16,1007,26,205,4,"2017-05-01 03:00:00"
18,1008,21,208,5,"2017-05-01 04:00:00"
20,1008,17,211,6,"2017-05-01 05:00:00"
20,1009,12,213,8,"2017-05-01 06:00:00"
22,1009,11,220,9,"2017-05-01 07:00:00"
24,1009,9,226,11,"2017-05-01 08:00:00"
26,1009,7,232,12,"2017-05-01 09:00:00"
26,1009,7,237,15,"2017-05-01 10:00:00"
26,1008,7,241,17,"2017-05-01 11:00:00"
26,1007,6,246,20,"2017-05-01 12:00:00"
24,1007,6,243,18,"2017-05-01 13:00:00"
